s_ID,song_name,country,artist,p_year,final_place,performance_vid
S262,Live It Up,Turkey,Ya¼ksek Sadakat,2011,29,https://youtube.com/watch?v=RgqKYI6myHM
S263,Ljubav Je,Bosnia and Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,2016,27,https://youtube.com/watch?v=QLrXmTB8OaY
S264,Ljubav Je Svuda,Serbia,Moje 3,2013,27,https://youtube.com/watch?v=DbAAFijZIxE
S265,Llamame,Romania,WRS,2022,18,https://youtube.com/watch?v=nPpuwy79sHs
S266,Lock Me In,Georgia,Circus Mircus,2022,39,https://youtube.com/watch?v=zXiZAbqETvk
S267,Loco Loco,Serbia,Hurricane,2021,15,https://youtube.com/watch?v=Q1lkpIqf7a4
S268,Loin d'ici,Austria,Zoa«,2016,13,https://youtube.com/watch?v=3xuPYt5i5cE
S269,Lonely Planet,Armenia,Dorians,2013,18,https://youtube.com/watch?v=UGOSZ7Uufno
S270,Look Away,Finland,Darude feat. Sebastian Rejman,2019,39,https://youtube.com/watch?v=VSPhIwOJfRs
S271,Looking Back,Finland,Aksel Kankaanranta,2020,,https://youtube.com/watch?v=EgONBKFQpxE
S272,Lose Control,Finland,Waldo's People,2009,25,https://youtube.com/watch?v=D-Wr0z1_quw
S273,Lost And Forgotten,Russia,Peter Nalitch & Friends,2010,11,https://youtube.com/watch?v=IOB7uaWuRyc
S274,Lost And Found,North Macedonia,Eye Cue,2018,42,https://youtube.com/watch?v=MV_cR_Qb2Cg
S275,Love,Lithuania,Sasha Son,2009,23,https://youtube.com/watch?v=ukSmGIp_xVk
S276,Love In Rewind,Bosnia and Herzegovina,Dino Merlin,2011,6,https://youtube.com/watch?v=mBg3coarF_8
S277,Love Injected,Latvia,Aminata Savadogo,2015,6,https://youtube.com/watch?v=PgmZaf1Sb_4
S278,Love Is Blind,Lithuania,Donny Montell,2012,14,https://youtube.com/watch?v=x2vNoZnJxgY
S279,Love Is Forever,Denmark,Leonora,2019,12,https://youtube.com/watch?v=mucmvTLHJQM
S280,Love Is On My Side,Portugal,The Black Mamba,2021,12,https://youtube.com/watch?v=qq9SceXaukA
S281,Love Kills,Belgium,Roberto Bellarosa,2013,12,https://youtube.com/watch?v=dCl7OUFNSCA
S282,Love Me Back,Turkey,Can Bonomo,2012,7,https://youtube.com/watch?v=3Qa7_y21oOY
S283,Love Symphony,Slovenia,Quartissimo feat. Martina,2009,35,https://youtube.com/watch?v=zql3IGp4zO4
S284,Love Unlimited,Bulgaria,Sofi Marinova,2012,27,https://youtube.com/watch?v=WAUAETPcFBI
S285,Love Will Set You Free,United Kingdom,Engelbert Humperdinck,2012,25,https://youtube.com/watch?v=rXw4Q5jbNqQ
S286,LoveWave,Armenia,Iveta Mukuchyan,2016,7,https://youtube.com/watch?v=nL066Rp7J7k
S287,Made of Stars,Israel,Hovi Star,2016,14,https://youtube.com/watch?v=SS5TB2XUdgs
S288,Madness Of Love,Italy,Raphael Gualazzi,2011,2,https://youtube.com/watch?v=TE0uNLp3LuU
S289,Mall,Albania,Eugent Bushpepa,2018,11,https://youtube.com/watch?v=uyl1b1fVmdU
S290,Mama ŠC!,Croatia,Let 3,2023,13,https://youtube.com/watch?v=AyKj8jA0Qoc
S291,Mamo,Russia,Anastasia Prikhodko,2009,11,https://youtube.com/watch?v=K5kKOVoO55g
S292,Maps,Republic of Ireland,Lesley Roy,2021,37,https://youtube.com/watch?v=FY2rxbZNvZ0
S293,Marry Me,Finland,Krista Siegfrids,2013,24,https://youtube.com/watch?v=dlBXOveVh7c
S294,Mata Hari,Azerbaijan,Efendi,2021,20,
S295,Me And My Guitar,Belgium,Tom Dice,2010,6,https://youtube.com/watch?v=Nk1UAXlfBUA
S296,Medo de sentir,Portugal,Elisa,2020,,https://youtube.com/watch?v=eIZ48w4epng
S297,Mercy,France,Madame Monsieur,2018,13,https://youtube.com/watch?v=vjLuTtUv0Ns
S298,Midnight Gold,Georgia,Nika Kocharov & Young Georgian Lolitaz,2016,20,https://youtube.com/watch?v=rviE2-9eiTI
S299,Milim,Israel,Harel Skaat,2010,14,https://youtube.com/watch?v=OG7fBifcRLk
S300,Miracle,Romania,Paula Seling & OVI,2014,12,https://youtube.com/watch?v=qN2h6__yJGQ
S301,Miracle,Azerbaijan,Samra,2016,17,https://youtube.com/watch?v=cB8eSLyffsI
S302,Miss Kiss Kiss Bang,Germany,Alex Swings Oscar Sings!,2009,20,https://youtube.com/watch?v=veeOUiB6ojk
S303,Miss You,Belgium,Jaramie Makiese,2022,19,https://youtube.com/watch?v=sB09advfF6E
S304,Moj Svijet,Montenegro,Sergej a†etkoviat,2014,19,https://youtube.com/watch?v=6FJtzRSKHKg
S305,Monsters,Finland,Saara Aalto,2018,25,https://youtube.com/watch?v=hdjiuCUUpPc
S306,Mother,Belgium,Axel Hirsoux,2014,33,https://youtube.com/watch?v=wr3m4ghnq6w
S307,Moustache,France,TWIN TWIN,2014,26,https://youtube.com/watch?v=vjkqciwP034
S308,Move,Sweden,The Mamas,2020,,https://youtube.com/watch?v=7EpSBDPlZn4
S309,My Dream,Malta,Thea Garrett,2010,29,https://youtube.com/watch?v=iwgF3TC2Kj0
S310,My Friend,Croatia,Jacques Houdek,2017,13,https://youtube.com/watch?v=4Sya_GIxsw0
S311,My Heart Is Yours,Norway,Didrik Solli-Tangen,2010,20,https://youtube.com/watch?v=h3KlbuVZGJw
S312,My Last Breath,United Kingdom,James Newman,2020,,https://youtube.com/watch?v=6iS-lV909T4
S313,My Lucky Day,Moldova,DoReDos,2018,10,https://youtube.com/watch?v=5evrVL1rJPA
S314,My Sister's Crown,Czech Republic,Vesna,2023,10,https://youtube.com/watch?v=bFm-hw2rUeA
S315,My Turn,Czech Republic,Martina Barta,2017,33,https://youtube.com/watch?v=-KT8_ZOHAXE
S316,Na Inat,Bulgaria,Poli Genova,2011,31,https://youtube.com/watch?v=NuenJb-vw9A
S317,Nar Jag Blundar,Finland,Pernilla,2012,30,https://youtube.com/watch?v=MRC5NzxmrAA
S318,Narodnozabavni Rock,Slovenia,Ansambel a½lindra & Kalamari,2010,38,https://youtube.com/watch?v=2faHkE1JZwc
S319,Nebo,Croatia,Nina Badriat,2012,29,https://youtube.com/watch?v=QzdI4yuqwzY
S320,Never Alone,Netherlands,3JS,2011,43,https://youtube.com/watch?v=oJ6T43D82KY
S321,Never Forget,Iceland,Greta Sala³me & Ja³nsi,2012,20,https://youtube.com/watch?v=zRqmHRbJvTo
S322,Never Give Up on You,United Kingdom,Lucie Jones,2017,15,https://youtube.com/watch?v=Fl1GYTg4GmA
S323,New Tomorrow,Denmark,A Friend In London,2011,5,https://youtube.com/watch?v=YDXeK0r3aKs
S324,No Degree of Separation,Italy,Francesca Michielin,2016,16,https://youtube.com/watch?v=YfnhDfy8AjU
S325,No One,Slovenia,Maja Keuc,2011,13,https://youtube.com/watch?v=NNP3nfvoqps
S326,No Prejudice,Iceland,Pollapa¶nk,2014,15,https://youtube.com/watch?v=U2qAvGsiCmc
S327,Nobody But You,Austria,Cesar Sampson,2018,3,https://youtube.com/watch?v=a8Yvzo1puoE
S328,Non Mi Avete Fatto Niente,Italy,Ermal Meta & Fabrizio Moro,2018,5,https://youtube.com/watch?v=81M-mp5t8uM
S329,Not Alone,Armenia,Aram MP3,2014,4,https://youtube.com/watch?v=oj0oOV-2fRQ
S330,Not The Same,Australia,Sheldon Riley,2022,15,
S331,Nova Deca,Serbia,Sanja Iliat & Balkanika,2018,19,https://youtube.com/watch?v=WRQWQShbPHU
S332,O Jardim,Portugal,Claudia Pascoal,2018,26,https://youtube.com/watch?v=mHjGbADMcOI
S333,O Mie,Moldova,Aliona Moon,2013,11,https://youtube.com/watch?v=xckgLUv73Jc
S334,Occidentali's Karma,Italy,Francesco Gabbani,2017,6,https://youtube.com/watch?v=KieE_MLv-ZY
S335,Omaga,Czech Republic,Benny Cristo,2021,36,https://youtube.com/watch?v=cgGRCTUPsqY
S336,On a Sunday,Romania,Ester Peony,2019,32,https://youtube.com/watch?v=cZC9o_Z90yo
S337,On Fire,Lithuania,The Roop,2020,,https://youtube.com/watch?v=FxPm-Wz8qpY
S338,On My Way,Slovenia,Omar Naber,2017,40,https://youtube.com/watch?v=vbGub2klcV4
S339,One Last Breath,Greece,Maria Elena Kyriakou,2015,19,https://youtube.com/watch?v=qD6epZ-YWSc
S340,One Life,Malta,Glen Vella,2011,26,https://youtube.com/watch?v=U9YRL_pHxvU
S341,One More Day,Georgia,Eldrine,2011,9,https://youtube.com/watch?v=CfJVlssy0cc
S342,One Night's Anger,Albania,Hersi,2014,34,https://youtube.com/watch?v=Ahu_K_Jh2vc
S343,One Thing I Should Have Done,Cyprus,John Karayiannis,2015,22,https://youtube.com/watch?v=r7qMNtK9uM8
S344,Oniro Mou,Greece,Yianna Terzi,2018,34,https://youtube.com/watch?v=-XOR1DhtDC0
S345,Only Love Survives,Republic of Ireland,Ryan Dolan,2013,26,https://youtube.com/watch?v=4tgtyl_5x5Y
S346,Only Teardrops,Denmark,Emmelie de Forest,2013,1,https://youtube.com/watch?v=p3f9v8ebuD4
S347,OPA,Greece,Giorgos Alkaios & Friends,2010,8,https://youtube.com/watch?v=J50RL1rDisA
S348,Origo,Hungary,Joci Papai,2017,8,https://youtube.com/watch?v=hqM0AkP7zcI
S349,Our Choice,Iceland,Ari a“lafsson,2018,43,https://youtube.com/watch?v=RQytWeg9CzE
S350,Outlaw In 'Em,Netherlands,Waylon,2018,18,https://youtube.com/watch?v=p7jHz5asMs8
S351,Ovo Je Balkan,Serbia,Milan Stankoviat,2010,13,https://youtube.com/watch?v=TBwWB3kKd6o
S352,Paper,Iceland,Svala,2017,36,https://youtube.com/watch?v=UPlm18-AlGg
S353,Party For Everybody,Russia,Buranovskiye Babushki,2012,2,https://youtube.com/watch?v=BgUstrmJzyc
S354,Perfect Life,Germany,Levina,2017,25,https://youtube.com/watch?v=t1KKjykH6fw
S355,Pioneer,Hungary,Freddie,2016,19,https://youtube.com/watch?v=bT2DcpqvorI
S356,Play,Estonia,Ja¼ri Pootsmann,2016,42,https://youtube.com/watch?v=g0-j0Eh8VNA
S357,Playing With Fire,Romania,Paula Seling & Ovi,2010,3,https://youtube.com/watch?v=6OlG9g4-cyg
S358,Playing With Numbers,Republic of Ireland,Molly Sterling,2015,31,https://youtube.com/watch?v=3B5sdNJF0lk
S359,Popular,Sweden,Eric Saade,2011,3,https://youtube.com/watch?v=-04pUETT7oI
S360,Power,Iceland,Dilja,2023,27,https://youtube.com/watch?v=BhlJXcCv7gw
S361,Pred Da Se Razdeni,North Macedonia,Esma & Lozano,2013,36,https://youtube.com/watch?v=Vi1VYsOUCsY
S362,Prison,Moldova,Natalia Gordienko,2020,,https://youtube.com/watch?v=RnD1ApDo5_k
S363,Probka,Latvia,Intars Busulis,2009,40,https://youtube.com/watch?v=fTajw--jk8M
S364,Promise,Australia,Voyager,2023,9,https://youtube.com/watch?v=aqtu2GspT80
S365,Proud,North Macedonia,Tamara Todevska,2019,7,https://youtube.com/watch?v=0pAURAsum4A
S366,Qami,Armenia,Sevak Khanagyan,2018,35,https://youtube.com/watch?v=CYlWiHjUK0c
S367,Que Me Quiten Lo Bailao,Spain,Luca­a Parez,2011,23,https://youtube.com/watch?v=91bKjEojSDU
S368,Queen of Kings,Norway,Alessandra,2023,5,https://youtube.com/watch?v=vSfffjHjdTk
S369,Quero Ser Tua,Portugal,Suzy,2014,27,https://youtube.com/watch?v=fhMbHLiEjS4
S370,Rain Of Revolution,Lithuania,Fusedmarc,2017,39,https://youtube.com/watch?v=-7WpnSMEPjc
S371,Rak Bishvilo,Israel,Moran Mazor,2013,33,https://youtube.com/watch?v=BjbcD72OaI4
S372,Randajad,Estonia,Urban Symphony,2009,6,https://youtube.com/watch?v=PgGiVnhfXs0
S373,Release Me,Belgium,Hooverphonic,2020,,https://youtube.com/watch?v=lAqjksxc4iA
S374,Replay,Cyprus,Tamta,2019,13,https://youtube.com/watch?v=wIpEI-NhRxg
S375,Requiem,France,Alma,2017,12,https://youtube.com/watch?v=HjiLKsLQl4I
S376,Rhythm Inside,Belgium,Loa¯c Nottet,2015,4,https://youtube.com/watch?v=IjH-HYAFICg
S377,Rise Like a Phoenix,Austria,Conchita Wurst,2014,1,https://youtube.com/watch?v=QRUIava4WRM
S378,Rise Up,Greece,Freaky Fortune feat. RiskyKidd,2014,20,https://youtube.com/watch?v=c9y6A1uXLn8
S379,River,Poland,Ochman,2022,12,https://youtube.com/watch?v=jRVDZ6446eM
S380,Rockefeller Street,Estonia,Getter Jaani,2011,24,https://youtube.com/watch?v=UxvmdR7oYdQ
S381,Rockstars,Germany,Malik Harris,2022,25,https://youtube.com/watch?v=2BYIou-oWXA
S382,Roi,France,Bilal Hassani,2019,16,https://youtube.com/watch?v=AjZNbIQtWvw
S383,Round and Round,Slovenia,Tinkara Kovaa,2014,25,https://youtube.com/watch?v=CiwM1sY3u0s
S384,Run Away,Moldova,Sunstroke Project & Olia Tira,2010,22,https://youtube.com/watch?v=C-VMHOlCyW8
S385,Run with the Lions,Lithuania,Jurij Veklenko,2019,29,https://youtube.com/watch?v=5Nb3HMzsfZY
S386,Running,Hungary,Andras Kallay-Saunders,2014,5,https://youtube.com/watch?v=T_RxJZ3N9kE
S387,Running,Cyprus,Sandro Nicolas,2020,,https://youtube.com/watch?v=Jl_qEw_4OK0
S388,Running On Air,Austria,Nathan Trent,2017,16,https://youtube.com/watch?v=gJIjZF5sgzg
S389,Running Scared,Azerbaijan,Ell/Nikki,2011,1,https://youtube.com/watch?v=_0tlQUW5X0U
S390,Rusinka,North Macedonia,Vlatko Ilievski,2011,36,https://youtube.com/watch?v=JrCOhclzLbE
S391,Russian Woman,Russia,Manizha,2021,9,https://youtube.com/watch?v=V-Di9A28e5E
S392,Same Heart,Israel,Mei Finegold,2014,35,https://youtube.com/watch?v=acOZVEN5XjE
S393,Samo mi se spava,Serbia,Luke Black,2023,24,https://youtube.com/watch?v=oeIVwYUge8o
S394,Samo Shampioni,Bulgaria,"Elitsa Todorova, Stoyan Yankulov",2013,29,https://youtube.com/watch?v=Cb46Mhy_mCI
S395,San Aggelos S'agapisa,Cyprus,Christos Mylordos,2011,42,https://youtube.com/watch?v=1t0czUf9nJU
S396,Satellite,Germany,Lena,2010,1,https://youtube.com/watch?v=-qnsZgQe1tU
S397,"Saudade, saudade",Portugal,Maro,2022,9,https://youtube.com/watch?v=mZtbD47u6yI
S398,Say Na Na Na,San Marino,Serhat,2019,19,https://youtube.com/watch?v=d_iEis_ZRoQ
S399,Say Yay!,Spain,Barei,2016,22,https://youtube.com/watch?v=EgbjNsxehrY
S400,Scream,Russia,Sergey Lazarev,2019,3,https://youtube.com/watch?v=eNzlxEZ_JG4
S401,Sebi,Slovenia,Zala Kralj & Gaaper a antl,2019,15,https://youtube.com/watch?v=vGtPNQ6g6Ng
S402,Sekret,Albania,Ronela Hajati,2022,28,
S403,Sentimentai,Lithuania,Monika Liu,2022,14,https://youtube.com/watch?v=BVqSTVJhD44
S404,Set Me Free,Israel,Eden Alene,2021,17,https://youtube.com/watch?v=5Y-blG5ptwo
S405,She Got Me,Switzerland,Luca Hanni,2019,4,https://youtube.com/watch?v=8aUYzqAIdoM
S406,Shine,Netherlands,The Toppers,2009,36,https://youtube.com/watch?v=6mR3W2fm7_E
S407,Shine,Georgia,Sofia Nizharadze,2010,9,https://youtube.com/watch?v=2-1yBx6IQN0
S408,Shine,Austria,Natalia Kelly,2013,35,https://youtube.com/watch?v=gOJHi6JiKpY
S409,Shine,Russia,Tolmachevy Sisters,2014,7,https://youtube.com/watch?v=BCNN1JAgWqk
S410,Should've Known Better,Denmark,Soluna Samay,2012,23,https://youtube.com/watch?v=U5X2r_t-KBk
S411,Shum,Ukraine,Go_A,2021,5,https://youtube.com/watch?v=lqvzDkgok_g
S412,Silent Storm,Norway,Carl Espen,2014,8,https://youtube.com/watch?v=BTMli8U17MM
S413,Sing It Away,Finland,Sandhja,2016,35,https://youtube.com/watch?v=oAQIPxgQkM8
S414,Siren,Estonia,Malcolm Lincoln,2010,31,https://youtube.com/watch?v=yFbVAQjESzE
S415,Sister,Germany,S!sters,2019,25,https://youtube.com/watch?v=yFbSj_yPCPM
S416,Skeletons,Azerbaijan,Dihaj,2017,14,https://youtube.com/watch?v=g_HSRHqd_7s
S417,SloMo,Spain,Chanel,2022,3,
S418,Slow Down,Netherlands,Douwe Bob,2016,11,https://youtube.com/watch?v=PwF9DI89q1w
S419,Snap,Armenia,Rosa Linn,2022,20,https://youtube.com/watch?v=DAJ6vfmD_ic
S420,So Lucky,Moldova,Zdob È™i Zdub,2011,12,https://youtube.com/watch?v=nHAY_OVN_gY
S421,Sognu,France,Amaury Vassili,2011,15,https://youtube.com/watch?v=OTiBNPT-x_Y
S422,Solayoh,Belarus,Alyona Lanskaya,2013,16,https://youtube.com/watch?v=XKewBfUE2Mg
S423,Soldi,Italy,Mahmood,2019,2,https://youtube.com/watch?v=M-aoyPa41Ic
S424,Soldiers of Love,Denmark,Lighthouse X,2016,39,https://youtube.com/watch?v=jGz12i-wGd0
S425,Solo,Poland,Blanka,2023,19,https://youtube.com/watch?v=PvQRpV1-ZhY
S426,Solovey,Ukraine,Go_A,2020,,https://youtube.com/watch?v=zNetXPSld50
S427,Something,Lithuania,Andrius Pojavis,2013,22,https://youtube.com/watch?v=0VLhnzk_dAs
S428,Something Better,Finland,Softengine,2014,11,https://youtube.com/watch?v=3FDWaFfo1CU
S429,Sound Of Our Hearts,Hungary,Compact Disco,2012,24,https://youtube.com/watch?v=sw85G2AlU2c
S430,Sound of Silence,Australia,Dami Im,2016,2,https://youtube.com/watch?v=5ymFX91HwM0
S431,Space,Montenegro,Slavko Kaleziat,2017,37,https://youtube.com/watch?v=rQ1BXJpfa4I
S432,Space Man,United Kingdom,Sam Ryder,2022,2,https://youtube.com/watch?v=RZ0hqX_92zI
S433,Spirit in the Sky,Norway,KEiiNO,2019,6,https://youtube.com/watch?v=Ovt7YGHAj8I
S434,Spirit Of The Night,San Marino,Valentina Monetta & Jimmie Wilson,2017,42,https://youtube.com/watch?v=UC7QzXPnt6k
S435,Stand By,San Marino,Senit,2011,37,https://youtube.com/watch?v=TTCBm8Z2CrY
S436,Standing Still,Germany,Roman Lob,2012,8,https://youtube.com/watch?v=cScJPH20P3A
S437,Start A Fire,Azerbaijan,Dilara Kazimova,2014,22,https://youtube.com/watch?v=5mPUMPcFQAY
S438,Stay,Norway,Tooji,2012,26,https://youtube.com/watch?v=-ZaxIY1VAbM
S439,Stay,Moldova,Anna Odobescu,2019,30,https://youtube.com/watch?v=-mo207V5Z2o
S440,Stay,Lithuania,Monika Linkyta—,2023,11,https://youtube.com/watch?v=68lbEUDuWUQ
S441,Stefania,Ukraine,Kalush Orchestra,2022,1,https://youtube.com/watch?v=F1fl60ypdLs
S442,Still Breathing,Latvia,Samanta Ta«na,2020,,https://youtube.com/watch?v=ELr6U2fOrnE
S443,Still in Love with You,United Kingdom,Electro Velvet,2015,24,https://youtube.com/watch?v=Ethyx4A5ajM
S444,Stones,Switzerland,Zibbz,2018,32,https://youtube.com/watch?v=wJGTVsluHkw
S445,Storm,United Kingdom,SuRie,2018,24,https://youtube.com/watch?v=n0ydtXG-tqY
S446,Storm,Estonia,Victor Crone,2019,20,https://youtube.com/watch?v=PppvSl3_W4E
S447,Story Of My Life,Republic of Ireland,Lesley Roy,2020,,https://youtube.com/watch?v=HLgE0Ayl5Hc
S448,Straight Into Love,Slovenia,Hannah,2013,39,https://youtube.com/watch?v=I2_zGcuEuwU
S449,Stripper,San Marino,Achille Lauro,2022,33,https://youtube.com/watch?v=vCmX64N_sXM
S450,Sugar,Moldova,Natalia Gordienko,2021,13,https://youtube.com/watch?v=5I_1GTehgkI
S451,Sunlight,Republic of Ireland,Nicky Byrne,2016,36,https://youtube.com/watch?v=ezJsUMD-y-I
S452,Sweet People,Ukraine,Alyosha,2010,10,https://youtube.com/watch?v=NQ2mAuqnXZk
S453,Taboo,Malta,Christabelle,2018,29,https://youtube.com/watch?v=d52ViPImdls
S454,Take Me As I Am,Georgia,Tornike Kipiani,2020,,https://youtube.com/watch?v=LjNK4Xywjc4
S455,Taken By A Stranger,Germany,Lena,2011,10,https://youtube.com/watch?v=KqZprvpWlcE
S456,Tattoo,Sweden,Loreen,2023,1,https://youtube.com/watch?v=Vul5zgC5Yvg
S457,Tears Getting Sober,Bulgaria,Victoria,2020,,https://youtube.com/watch?v=V_hgYnwZR8I
S458,Technicolour,Australia,Montaigne,2021,34,
S459,Tell Me More,Azerbaijan,TuralTuranX,2023,34,https://youtube.com/watch?v=5dvsr-L3HgY
S460,That Night,Latvia,Carousel,2019,36,https://youtube.com/watch?v=NCtKU3m3R-8
S461,That Sounds Good To Me,United Kingdom,Josh,2010,25,https://youtube.com/watch?v=fR7l2xC4cOY
S462,That's How You Write a Song,Norway,Alexander Rybak,2018,15,https://youtube.com/watch?v=N17BdRwOvBA
S463,That's Rich,Republic of Ireland,Brooke Scullion,2022,34,https://youtube.com/watch?v=Kq2AJrWm04s
S464,The Balkan Girls,Romania,Elena,2009,19,https://youtube.com/watch?v=ioBTPQj7loM
S465,The Dream,Croatia,Roko,2019,34,https://youtube.com/watch?v=gXT5E8kUgfs
S466,The Highest Heights,Switzerland,Lovebugs,2009,33,https://youtube.com/watch?v=OqBhqj5nIpE
S467,The Last of Our Kind,Switzerland,Rykka,2016,41,https://youtube.com/watch?v=HZI0_aR7BuA
S468,The Lucky One,Estonia,Uku Suviste,2021,31,https://youtube.com/watch?v=mhMZQyv_Fhw
S469,The Moon Is Rising,Latvia,Samanta Ta«na,2021,39,https://youtube.com/watch?v=btA_Tyiyfhc
S470,The Real Thing,Montenegro,Highway,2016,32,https://youtube.com/watch?v=FgKehisElQI
S471,The Ride,Poland,Rafaa‚,2021,33,
S472,The Secret Is Love,Austria,Nadine Beiler,2011,18,https://youtube.com/watch?v=UsBC5AB1tFo
S473,The Show,Denmark,Reddi,2022,31,https://youtube.com/watch?v=cVg6MpVR2Pw
S474,The Way You Are,Denmark,Anti Social Media,2015,32,https://youtube.com/watch?v=J--Tgi_iZQ8
S475,The Wrong Place,Belgium,Hooverphonic,2021,19,
S476,There Must Be Another Way,Israel,Noa & Mira Awad,2009,16,https://youtube.com/watch?v=bBTQFOkFZw8
S477,Think About Things,Iceland,Daa°i & Gagnamagnia°,2020,,https://youtube.com/watch?v=1HU7ocv3S2o
S478,This is Love,Greece,Demy,2017,19,https://youtube.com/watch?v=iO14p2uCzkM
S479,This Is My Life,Sweden,Anna Bergendahl,2010,26,https://youtube.com/watch?v=UH5cowCvCX4
S480,This Is Our Night,Greece,Sakis Rouvas,2009,7,https://youtube.com/watch?v=1cXpPgJXT4c
S481,This Is The Night,Malta,Kurt Calleja,2012,21,https://youtube.com/watch?v=lUnEZp-qHxs
S482,This Time,Lithuania,Monika & Vaidas,2015,18,https://youtube.com/watch?v=r13a2VUTajU
S483,Three Minutes To Earth,Georgia,The Shin and Mariko,2014,36,https://youtube.com/watch?v=0v69AvCQJQY
S484,Thunder and Lightning,Bosnia and Herzegovina,Vukaain Brajiat,2010,17,https://youtube.com/watch?v=wgPtHtmSFec
S485,Tick-Tock,Croatia,Albina,2021,27,https://youtube.com/watch?v=vKdxjoNluzY
S486,Time,Israel,Izabo,2012,35,https://youtube.com/watch?v=-uy4ggnLzKI
S487,Time,Belarus,Uzari & Maimuna,2015,30,https://youtube.com/watch?v=Cwjm1lRV4N4
S488,Time,Ukraine,O.Torvald,2017,24,https://youtube.com/watch?v=mogNLkIEI0k
S489,Time To Shine,Switzerland,Malanie Rena,2015,40,https://youtube.com/watch?v=ya1r_nFHiCQ
S490,To the Sky,North Macedonia,Tijana,2014,31,https://youtube.com/watch?v=2BqLPMF8Xdc
S491,Todas As Ruas Do Amor,Portugal,Flor-de-lis,2009,15,https://youtube.com/watch?v=ryE2npWRICk
S492,Together,Republic of Ireland,Ryan O'Shaughnessy,2018,16,https://youtube.com/watch?v=QD1cQ2wZ1dk
S493,Tomorrow,Malta,Gianluca,2013,8,https://youtube.com/watch?v=VK4TvZeL6c0
S494,Tonight Again,Australia,Guy Sebastian,2015,5,https://youtube.com/watch?v=H0EhhZWXTng
S495,Too Late for Love,Sweden,John Lundvik,2019,5,https://youtube.com/watch?v=oEdWkdVKIqQ
S496,Tout l'univers,Switzerland,Gjon's Tears,2021,3,https://youtube.com/watch?v=jznH_fltcYA
S497,Toy,Israel,Netta Barzilai,2018,1,https://youtube.com/watch?v=84LBjXaeKk4
S498,Truth,Azerbaijan,Chingiz,2019,8,https://youtube.com/watch?v=D6vvuCiHwSs
S499,Unbreakable,Switzerland,Sinplus,2012,28,https://youtube.com/watch?v=lkMSptuVqHQ
S500,Unbroken,Iceland,Mara­a a“lafsda³ttir,2015,37,https://youtube.com/watch?v=0Jl-Hr137uM
S501,Under the Ladder,Ukraine,Malovin,2018,17,https://youtube.com/watch?v=lhOuMYtQ94M
S502,Undo,Sweden,Sanna Nielsen,2014,3,https://youtube.com/watch?v=5PQJI-3LW-8
S503,Unicorn,Israel,Noa Kirel,2023,3,https://youtube.com/watch?v=r4wbdKmM3bQ
S504,Universo,Spain,Blas Canta³,2020,,https://youtube.com/watch?v=zuDdex1st-Y
S505,Uno,Russia,Little Big,2020,,https://youtube.com/watch?v=L_dWvTCdDQ4
S506,Utopian Land,Greece,Argo,2016,38,https://youtube.com/watch?v=55ubbjAzwYA
S507,Verjamem,Slovenia,Eva Boto,2012,37,https://youtube.com/watch?v=jEHNRKnrWiU
S508,Verona,Estonia,Koit Toome & Laura,2017,32,https://youtube.com/watch?v=NxqPpzWYN1c
S509,Vida Minha,Portugal,Filipa Sousa,2012,31,https://youtube.com/watch?v=fk5i7Hfyy3o
S510,Violent Thing,Germany,Ben Dolic,2020,,https://youtube.com/watch?v=hAobDQ9GbT4
S511,Viszlat Nyar,Hungary,AWS,2018,21,https://youtube.com/watch?v=p6e1TmYb33w
S512,Voda,Slovenia,Ana Soklia,2020,,https://youtube.com/watch?v=weLeotNwexg
S513,Voices,Sweden,Tusse,2021,14,https://youtube.com/watch?v=NyJRyif6_kk
S514,Voy A Quedarme,Spain,Blas Canta³,2021,24,https://youtube.com/watch?v=thV-vhOQHvQ
S515,Wake Up,Belgium,Eliot,2019,31,https://youtube.com/watch?v=iFB9NnjU4ns
S516,Walk Along,Netherlands,Trijntje Oosterhuis,2015,33,https://youtube.com/watch?v=O_fs4SPGyF0
S517,Walk on Water,Malta,Ira Losco,2016,12,https://youtube.com/watch?v=58YS5m3EYVY
S518,Walking Out,Armenia,Srbuk,2019,37,https://youtube.com/watch?v=avBwSUYlTtI
S519,Warrior,Georgia,Nina Sublatti,2015,11,https://youtube.com/watch?v=gWgDzQ0mWTg
S520,Warrior,Malta,Amber,2015,29,https://youtube.com/watch?v=SaJxu3vorLc
S521,Wars For Nothing,Hungary,Boggie,2015,20,https://youtube.com/watch?v=gzHNFFSFTIs
S522,Watch My Dance,Greece,Loucas Yiorkas feat. Stereo Mike,2011,7,https://youtube.com/watch?v=FdZzklXoAOg
S523,Waterfall,Georgia,Nodi Tatishvili & Sophie Gelovani,2013,15,https://youtube.com/watch?v=-n3mwx0vQDE
S524,Watergun,Switzerland,Remo Forrer,2023,20,https://youtube.com/watch?v=_8-Sbc_GZMc
S525,Waterline,Republic of Ireland,Jedward,2012,19,https://youtube.com/watch?v=e1cuimKLNpU
S526,We Are One,Republic of Ireland,Wild Youth,2023,31,https://youtube.com/watch?v=ak5Fevs424Y
S527,We Are The Heroes,Belarus,Litesound,2012,34,https://youtube.com/watch?v=-JWbOKNaIAo
S528,We Could Be The Same,Turkey,maNga,2010,2,https://youtube.com/watch?v=524Yy7JWBd4
